SEX,EDUCATION,MARRIAGE,AGE,max_backlog_month,balance_to_credit,default payment next month
female,3,married,47,0,0.6599666666666667,0
female,1,single,31,1,0.0,0
female,3,single,27,2,0.2764,0
female,1,single,26,0,0.06394,1
female,2,married,33,0,0.6945,0
female,1,single,23,0,0.89875,0
female,3,others,30,2,0.010447826086956522,0
female,2,single,32,0,0.3459125,0
female,2,married,53,-1,0.038746666666666665,0
female,2,married,28,-1,0.007525,0
female,1,married,36,-2,0.03242222222222222,0
female,2,single,24,-1,0.0,1
female,2,single,22,0,0.8965,0
female,2,married,22,0,0.95282,1
female,2,married,31,2,1.9638,0
female,2,single,25,-2,0.05308,0
female,2,married,29,0,0.4325,1
female,2,married,25,2,1.034725,1
female,2,married,30,1,0.10590555555555556,0
female,2,single,29,0,0.9815625,0
female,2,single,24,0,0.88478,0
female,1,single,32,-1,0.06716041666666667,0
female,1,single,23,0,0.9223,0
female,1,single,24,-2,0.013686666666666666,0
female,2,single,22,0,0.88195,0
female,1,single,29,1,0.0,0
female,1,single,33,0,0.74891,1
female,1,single,28,2,1.0165,0
female,2,single,23,1,0.53212,0
female,2,single,23,0,0.8871428571428571,1
female,2,single,23,0,0.9221083333333333,0
female,3,married,46,2,0.31632,0
female,1,married,36,0,0.5653193548387097,0
female,2,single,24,0,0.9174833333333333,0
female,1,single,22,0,1.0857,0
female,2,single,22,3,0.54945,1
female,1,single,22,2,0.20096,1
female,2,single,22,0,0.225,0
female,2,single,22,0,0.96115,0
female,6,single,22,0,0.92005,1
female,1,married,23,0,0.9177,0
female,2,married,21,2,1.1708,0
female,2,single,21,2,0.8564,0
female,2,single,22,0,0.5946666666666667,0
female,1,single,21,0,0.35715,0
female,1,single,22,0,0.82285,0
female,2,single,22,3,0.96815,0
female,2,single,22,2,1.03596,0
female,1,single,23,0,0.30446,0
female,3,single,23,0,0.38118,1
female,2,single,22,2,0.3147,1
female,2,single,22,4,0.5097,1
female,1,single,23,-2,0.00235,0
female,2,single,23,0,0.522525,0
female,2,single,23,-1,0.0005307692307692308,0
female,1,single,24,-2,0.095115,0
female,1,single,24,0,0.90678,0
female,1,single,22,2,0.85755,0
female,2,single,22,2,0.77155,1
female,2,single,22,2,0.89946,1
female,2,single,23,2,0.69595,0
female,2,single,22,0,0.12752307692307693,0
female,2,single,22,-1,0.404,1
female,2,single,34,0,0.9610941176470589,0
female,1,single,23,0,0.2873777777777778,0
female,2,married,23,0,0.7795,0
female,1,single,23,-1,0.0717,0
female,2,single,23,0,0.4198375,0
female,2,single,22,2,1.0044666666666666,1
female,1,single,22,2,0.6936,0
female,3,married,23,2,0.6073,1
female,2,single,23,0,0.42679333333333336,0
female,1,single,23,0,0.92622,1
female,2,single,23,2,0.892675,0
female,1,single,23,0,0.6622,1
female,1,single,23,2,0.5174833333333333,1
female,2,single,23,0,0.53913,0
female,1,single,23,0,0.23718571428571428,0
female,1,single,23,0,0.018578571428571427,0
female,5,married,23,0,0.4901,0
female,2,single,22,2,0.4808142857142857,0
female,2,married,28,2,0.9833333333333333,1
female,3,single,22,2,0.04272,1
female,2,single,22,2,0.97296,1
female,3,married,22,2,0.9519333333333333,0
female,3,single,23,0,0.9330333333333334,1
female,1,single,24,-2,0.024833333333333332,0
female,1,single,25,0,0.62235,0
female,4,single,23,0,0.9802666666666666,0
female,1,single,23,0,0.35794,0
female,1,single,23,1,0.0225375,1
female,1,single,23,0,0.0845529411764706,0
female,2,single,24,0,0.048865217391304346,1
female,1,single,24,2,0.1565,1
female,2,single,24,0,1.2601793103448276,1
female,2,single,24,2,0.08471666666666666,0
female,1,single,24,2,1.01425,1
female,2,married,23,0,0.56502,0
female,2,single,23,0,0.08331904761904763,0
female,2,single,29,0,0.46416551724137933,0
female,2,single,23,0,0.3149777777777778,0
female,2,single,23,0,0.71018,0
female,2,single,23,2,1.17982,0
female,3,single,24,0,0.25205,0
female,2,single,23,0,0.09963888888888889,0
female,1,single,23,0,0.1509086956521739,0
female,1,single,24,0,0.6399666666666667,0
female,1,single,23,0,0.9608666666666666,0
female,2,single,23,0,0.6303428571428571,0
female,2,single,25,2,0.9334,1
female,2,single,25,-1,0.004875,0
female,2,single,24,0,0.97305,0
female,2,single,25,0,1.8852,0
female,5,single,22,0,0.8752,0
female,1,single,22,2,1.0154333333333334,0
female,2,single,22,0,0.7365428571428572,0
female,2,single,24,0,0.9722333333333333,0
female,2,married,24,1,0.5644181818181818,0
female,2,single,24,0,0.32843125,0
female,2,single,22,2,1.0415666666666668,1
female,2,single,24,2,0.5533,1
female,2,single,25,1,0.01958125,1
female,2,single,23,2,0.73718,1
female,1,single,23,0,0.4912125,1
female,2,single,22,0,0.08956666666666667,0
female,2,single,23,3,0.9236428571428571,0
female,2,married,24,-1,0.07911333333333333,0
female,2,married,24,2,0.89924,0
female,1,married,24,2,0.9499125,0
female,2,single,24,2,0.8234,1
female,2,single,24,0,1.05038,0
female,3,married,25,0,0.9047666666666667,0
female,3,married,27,3,1.276816,0
female,1,married,23,-1,0.04285714285714286,0
female,2,single,23,0,0.41211333333333333,0
female,1,single,25,0,0.5940375,0
female,5,single,25,0,0.1252625,0
female,3,single,26,2,0.49043333333333333,1
female,1,single,23,0,0.98388,0
female,3,single,23,0,1.0549,0
female,2,single,23,0,0.485,0
female,2,married,25,0,0.549655,1
female,2,single,22,2,0.8739,1
female,2,single,24,3,0.94362,1
female,1,single,26,2,0.99805,1
female,2,single,24,0,0.37816153846153844,0
female,5,single,24,0,0.88726,0
female,5,married,25,0,0.72249,1
female,2,married,25,1,0.0,1
female,2,married,26,2,0.3535,0
female,1,single,26,2,0.0448,0
female,2,single,24,0,0.35965882352941175,0
female,1,single,22,0,0.589025,0
female,1,single,26,-2,0.020484615384615386,1
female,3,married,26,2,1.0238,1
female,2,single,26,0,0.10434642857142858,0
female,2,single,27,0,0.03576153846153846,0
female,2,married,27,-1,0.13806666666666667,0
female,1,single,23,-2,0.009615384615384616,0
female,2,single,23,2,0.9369666666666666,0
female,1,single,23,0,0.98252,0
female,2,single,24,0,0.7039166666666666,0
female,2,single,24,2,1.0142666666666666,0
female,2,single,25,0,0.915675,0
female,1,single,23,-1,0.01905,0
female,1,single,23,0,0.96955,1
female,3,married,23,-1,0.0041625,0
female,2,married,27,2,1.0181333333333333,0
female,1,single,26,-1,0.013341666666666667,0
female,1,single,26,0,0.9646090909090909,0
female,1,single,25,0,0.8902857142857142,0
female,1,single,25,1,0.016693333333333334,0
female,2,single,25,0,0.0829375,0
female,2,single,25,0,0.2866533333333333,0
female,2,married,47,-1,0.008233333333333334,1
female,2,single,26,0,0.9867,0
female,2,single,26,0,0.6014541666666666,0
female,2,single,25,0,0.08901666666666666,0
female,2,single,25,2,0.89785,0
female,2,single,25,2,1.0535615384615384,0
female,2,married,25,0,0.5230969696969697,0
female,1,married,25,0,0.99326,1
female,1,single,24,0,0.5884727272727273,0
female,3,married,24,0,0.97082,0
female,2,single,24,0,0.26865555555555554,0
female,2,single,26,2,1.0325384615384616,0
female,3,married,26,0,0.6666666666666666,0
female,2,single,27,-1,0.0036785714285714286,0
female,2,single,24,0,0.91808,0
female,2,single,26,2,0.9342,1
female,1,single,26,0,0.199025,1
female,2,single,27,0,0.942364705882353,0
female,2,single,24,2,0.35273333333333334,0
female,2,single,25,-2,0.007995,0
female,1,single,25,1,0.90465,0
female,1,single,25,2,0.18588,0
female,2,single,25,0,0.3736,0
female,1,single,26,0,0.9589142857142857,0
female,2,single,26,0,0.7511888888888889,0
female,5,married,26,0,0.9877428571428571,0
female,1,single,26,0,0.6897916666666667,0
female,2,married,26,0,0.4814833333333333,0
female,2,single,26,0,0.7122533333333333,0
female,3,married,24,0,0.52856,0
female,3,married,26,0,0.9453375,0
female,2,single,27,0,0.39502258064516127,0
female,1,single,23,0,0.4817,0
female,2,married,23,2,0.7605,1
female,1,single,24,2,0.110225,1
female,1,single,25,-1,0.014744444444444444,0
female,2,married,23,0,0.79196,0
female,2,single,22,0,0.9735714285714285,1
female,2,married,25,3,1.09105,0
female,2,married,24,2,0.4766666666666667,1
female,2,single,25,2,0.9010666666666667,0
female,2,single,24,3,0.3398,1
female,4,single,25,0,0.06193928571428572,0
female,2,single,25,0,0.9200666666666667,0
female,1,single,26,2,0.722225,1
female,2,single,25,0,0.0950076923076923,0
female,2,single,25,0,0.5028,0
female,2,single,25,0,0.19408076923076922,0
female,1,single,26,-1,0.0,1
female,1,single,24,0,0.8461,1
female,3,single,24,0,0.29609473684210524,0
female,2,single,22,2,0.4327857142857143,0
female,2,married,26,0,0.9979,0
female,2,single,26,2,1.01855,0
female,1,single,26,0,0.965075,0
female,1,single,26,1,0.0,0
female,2,single,26,-1,0.02905909090909091,0
female,2,married,27,-1,0.055415,0
female,3,married,27,2,0.1093,0
female,2,single,27,-2,0.004369444444444444,0
female,1,single,25,0,0.1852235294117647,0
female,3,others,26,0,0.515576,0
female,2,single,26,2,1.0171625,0
female,2,single,23,0,0.21297272727272729,0
female,2,single,23,0,0.9922,0
female,2,married,25,2,0.6369,1
female,2,single,24,0,0.4715666666666667,0
female,2,single,24,0,0.9150764705882353,0
female,2,single,24,0,0.4248733333333333,0
female,2,single,24,-1,0.027285714285714285,0
female,2,single,25,0,0.07024347826086956,0
female,2,single,25,0,0.0109875,0
female,2,single,25,0,0.24652,0
female,2,single,26,-1,0.04731904761904762,0
female,2,single,28,-1,0.01576,0
female,1,single,27,0,0.0189,0
female,1,single,24,-2,0.01934,1
female,2,single,25,0,0.14962,0
female,1,single,27,-2,0.0163625,1
female,1,single,25,2,0.86198,1
female,2,single,25,2,0.12957142857142856,1
female,2,married,25,0,0.6342333333333333,0
female,1,single,25,-2,0.003865,0
female,2,single,25,2,0.38368,0
female,1,single,26,0,0.08466129032258064,0
female,2,single,24,0,0.5178,0
female,4,single,24,-1,0.055393333333333336,0
female,2,single,25,0,0.91720625,0
female,2,single,25,0,0.7459555555555556,0
female,2,married,25,0,0.70465,0
female,1,single,25,0,0.328164,0
female,1,single,26,-2,0.11903846153846154,0
female,2,single,26,0,0.959321875,0
female,1,single,26,-2,0.0731,0
female,4,single,27,1,0.046205,0
female,2,single,27,0,0.03781111111111111,0
female,2,single,27,0,0.03441388888888889,0
female,1,single,27,-1,0.0,0
female,2,single,24,0,0.16688333333333333,0
female,2,single,24,0,0.083772,1
female,1,single,25,0,0.6156,0
female,1,single,24,2,0.8298,0
female,1,single,24,2,0.9515272727272728,0
female,2,single,25,0,0.43954666666666664,0
female,2,single,25,0,0.9503625,0
female,2,single,25,2,0.5353,0
female,1,single,24,2,1.0245666666666666,0
female,1,married,26,-2,0.011175,0
female,1,single,28,2,0.0065,0
female,3,married,27,0,0.30933055555555555,0
female,2,married,27,0,0.5277875,0
female,3,single,27,0,0.2950741935483871,0
female,2,married,27,-2,0.011625,0
female,1,single,28,0,0.9533777777777778,0
female,1,single,26,-1,0.06145384615384615,0
female,3,married,24,0,0.9295857142857142,0
female,2,single,24,0,0.029305,0
female,1,single,22,2,0.99245,1
female,1,single,23,0,0.281,0
female,2,single,25,1,0.10775,0
female,2,single,26,0,0.13797333333333334,0
female,3,single,24,-1,0.2651,0
female,1,single,25,-1,0.1018,0
female,1,single,26,-1,0.35727333333333333,0
female,2,single,27,0,0.7170833333333333,0
female,1,single,27,0,0.366584375,0
female,2,single,27,-1,0.0190375,0
female,1,single,25,0,1.0261538461538462,0
female,2,married,24,0,0.471885,0
female,1,single,25,0,0.7411,0
female,1,single,24,-1,0.15233333333333332,0
female,1,single,24,0,0.57775,0
female,1,married,24,2,0.34754,1
female,1,single,25,0,0.95305,0
female,2,married,25,0,0.98177,0
female,1,single,25,3,0.6248,1
female,1,single,25,0,0.05739285714285714,1
female,1,single,25,0,0.8939545454545454,0
female,1,single,27,0,0.2269,0
female,1,single,27,1,0.20796666666666666,0
female,1,single,24,2,0.8362,1
female,2,single,26,2,0.518852380952381,0
female,3,single,25,0,0.73346,0
female,5,married,25,0,0.950975,0
female,2,single,26,2,1.023,1
female,2,single,26,0,0.9804666666666667,0
female,1,single,26,-2,0.4465,0
female,1,single,26,1,0.023466666666666667,0
female,2,single,27,2,0.8774,1
female,2,single,27,0,0.3157894736842105,0
female,1,single,28,0,0.4913,0
female,3,single,26,2,0.68658,1
female,2,married,26,-1,0.23016666666666666,0
female,1,single,26,2,0.08741538461538462,0
female,2,single,26,4,0.2780315789473684,0
female,1,single,26,0,0.38668,0
female,1,single,26,0,0.0537625,0
female,2,single,26,0,0.0319,1
female,2,single,26,0,0.5459,0
female,1,single,27,-2,0.22172,0
female,2,married,27,2,0.0156,1
female,2,single,25,0,1.0053875,0
female,1,single,24,0,1.1687,0
female,2,single,24,0,1.134885,0
female,1,single,25,2,0.0762125,0
female,2,single,25,4,0.6104142857142857,1
female,1,single,26,0,0.6784928571428571,0
female,3,single,26,0,0.02776875,0
female,2,single,26,2,1.033288888888889,0
female,1,single,27,2,0.053015,0
female,1,single,28,1,0.006026666666666666,0
female,2,single,27,2,1.0198,0
female,1,single,28,0,0.6424384615384615,0
female,2,married,28,0,0.027894736842105264,0
female,1,single,28,-2,0.15092083333333334,0
female,1,single,29,0,0.11035,0
female,2,married,29,-2,0.008307692307692308,0
female,2,married,29,0,1.12394,0
female,2,single,29,0,0.06786842105263158,0
female,1,single,29,0,0.9297555555555556,0
female,3,married,27,2,0.2397,1
female,2,single,26,2,0.5891666666666666,0
female,2,single,26,2,1.0315555555555556,0
female,2,single,27,2,1.0035,0
female,2,married,28,3,0.865725,0
female,2,married,22,2,0.55284,0
female,1,single,25,2,0.58064,0
female,1,single,27,-2,0.000535,0
female,2,married,27,0,0.80025,0
female,1,single,27,0,0.1669625,0
female,2,single,28,0,0.9611,0
female,2,single,22,0,0.9450333333333333,0
female,1,single,23,-1,0.04664,0
female,2,married,25,0,0.5972741935483871,0
female,2,single,26,0,0.13112,1
female,2,single,26,0,0.13491,0
female,2,single,22,0,1.6425,1
female,3,married,22,-2,0.0,0
female,1,single,23,-1,0.1008,1
female,2,single,22,0,0.54562,0
female,2,single,28,0,0.08942173913043479,0
female,1,single,29,-1,0.11055384615384616,0
female,1,single,29,0,0.034818,0
female,2,married,29,0,0.437565,0
female,1,single,29,-2,0.049063636363636365,0
female,1,married,30,2,0.047382608695652174,0
female,2,married,30,-1,0.457225,0
female,1,single,27,-1,0.2367,1
female,2,single,27,0,0.165425,1
female,1,single,27,1,0.015015,0
female,2,married,28,2,0.20757142857142857,0
female,2,single,28,0,0.21642608695652174,0
female,3,married,28,2,1.0131833333333333,0
female,2,single,28,2,0.9085166666666666,0
female,2,married,28,2,0.014369444444444445,1
female,2,single,25,0,0.66733,0
female,1,single,25,1,0.010070833333333333,0
female,1,single,25,2,0.015307692307692307,0
female,2,others,25,2,0.23524615384615385,1
female,1,single,25,2,0.72354,0
female,1,married,26,2,0.4803,1
female,2,single,28,-2,0.0,1
female,1,single,28,-1,0.088905,0
female,1,single,28,-2,0.041584375,0
female,2,single,27,1,0.006125,0
female,1,single,26,0,0.8598476190476191,0
female,1,single,25,2,0.5941714285714286,1
female,2,single,25,3,0.109484,0
female,1,single,27,0,0.7822769230769231,0
female,1,single,27,2,0.5203666666666666,0
female,1,single,27,0,0.816,0
female,2,single,27,2,0.9828058823529412,1
female,3,married,28,2,0.31331,0
female,2,married,28,2,0.82936,0
female,1,single,27,0,0.38461538461538464,0
female,2,single,26,0,0.9471333333333334,1
female,2,single,30,2,1.1310384615384614,0
female,1,single,26,0,0.6652428571428571,0
female,1,single,26,0,0.09811428571428571,0
female,1,single,25,0,0.4017235294117647,0
female,1,single,28,0,0.15266428571428572,0
female,2,married,26,0,0.5476,0
female,2,single,26,-2,0.06992,0
female,1,single,26,0,0.353775,0
female,2,single,26,2,0.6700714285714285,1
female,2,single,26,2,1.0158111111111112,1
female,2,married,27,2,0.4617846153846154,0
female,2,single,28,0,0.13253333333333334,0
female,2,single,28,0,0.6696461538461539,0
female,2,single,28,0,0.5658875,0
female,2,married,28,0,0.89135,0
female,3,married,28,2,0.7360285714285715,1
female,2,single,29,-1,0.046415,0
female,2,married,29,0,0.293115,0
female,2,single,28,0,0.9777,0
female,2,single,29,0,0.26795714285714284,0
female,2,married,23,0,0.75088,1
female,1,single,23,2,1.0360625,1
female,2,single,23,0,0.9167,0
female,2,married,24,0,0.88348,0
female,2,single,25,2,0.62128,0
female,1,single,25,2,0.8442285714285714,0
female,2,single,25,2,0.6271875,1
female,2,married,25,0,0.16774,1
female,1,single,25,2,0.17616666666666667,1
female,1,single,26,-2,0.0,0
female,2,single,26,-1,0.019458333333333334,0
female,4,single,26,0,0.5357142857142857,0
female,1,single,27,0,0.9167333333333333,0
female,2,married,29,0,0.17138571428571428,0
female,2,single,29,0,0.9696136363636364,0
female,2,single,29,0,0.14474782608695652,0
female,2,married,29,0,0.94675,0
female,2,single,25,2,0.12187692307692308,0
female,2,single,26,2,1.0149,1
female,2,single,26,0,0.098685,0
female,2,single,26,0,0.05777741935483871,0
female,2,single,26,0,0.8436916666666666,0
female,1,single,26,-1,0.03649,0
female,2,single,27,0,0.4340431818181818,0
female,2,single,27,0,0.08748333333333333,0
female,1,single,29,0,0.04357,0
female,2,single,30,2,0.72031875,0
female,1,single,30,2,0.9697,0
female,2,single,30,2,0.04414347826086956,0
female,1,married,30,2,0.52064375,1
female,1,single,28,2,0.313965,0
female,2,single,29,0,0.2436375,0
female,1,single,29,0,0.1188047619047619,0
female,1,single,30,0,0.004666666666666667,0
female,1,single,28,0,0.7538227272727273,0
female,1,married,28,-1,0.014465,0
female,2,single,28,2,0.0010130434782608696,0
female,1,single,28,0,0.018416,0
female,2,married,28,0,0.710175,0
female,2,married,26,0,0.3349625,0
female,3,married,26,2,0.12652,1
female,2,single,26,-1,0.05595,1
female,2,married,27,0,0.9220666666666667,1
female,2,single,27,2,0.4687,1
female,1,single,28,0,0.1319516129032258,0
female,1,single,29,0,0.3707785714285714,0
female,1,single,27,0,0.28043636363636365,0
female,2,single,27,1,0.0,0
female,1,single,29,-1,0.08340666666666667,0
female,3,single,28,0,0.05052857142857143,0
female,1,single,29,-1,0.0026575,0
female,1,married,30,2,0.19199,0
female,1,single,29,-1,0.04066666666666666,0
female,1,single,27,0,0.08743571428571428,0
female,2,single,26,0,0.3549695652173913,0
female,1,single,27,0,0.09076190476190477,0
female,1,single,27,-1,0.17589166666666667,0
female,1,single,28,0,0.77614,0
female,2,single,28,0,0.266855,0
female,2,single,28,0,0.040016666666666666,0
female,2,married,28,0,0.9594333333333334,0
female,2,single,29,2,0.9946090909090909,1
female,2,married,29,0,1.6779,0
female,2,single,29,2,0.8662,0
female,1,single,29,0,0.33806521739130435,0
female,2,married,29,2,0.2649625,1
female,2,single,29,-2,0.00259375,0
female,3,married,29,0,0.94366,0
female,2,married,29,0,0.9160272727272727,0
female,1,single,25,2,0.0066,0
female,1,single,26,-1,0.043633333333333336,0
female,2,single,26,0,0.50805,0
female,2,single,26,0,0.5329733333333333,0
female,1,single,26,0,0.47494444444444445,0
female,1,single,26,0,0.8704125,0
female,1,single,29,0,0.02666666666666667,0
female,3,single,31,1,0.0,0
female,2,married,31,0,1.0008285714285714,0
female,1,single,31,0,0.1161952380952381,0
female,1,single,30,0,0.5841,0
female,1,single,27,2,0.16984285714285716,0
female,1,single,28,1,0.008505555555555556,0
female,2,single,27,-1,0.0,1
female,2,married,27,0,0.8759,0
female,1,single,27,0,0.9871071428571428,0
female,2,married,30,2,0.97263,1
female,2,single,29,0,0.2239404761904762,0
female,2,single,30,1,0.33501,0
female,2,single,25,0,0.8914666666666666,1
female,4,married,26,1,0.00494,0
female,2,married,26,0,0.9862555555555556,0
female,1,single,26,2,0.535969696969697,1
female,2,single,26,-1,0.006944444444444444,0
female,2,single,27,0,0.11572857142857143,1
female,1,single,27,0,0.896,0
female,2,married,28,2,0.13624,1
female,3,single,24,3,0.19125,0
female,1,single,27,0,0.36464137931034485,0
female,1,single,29,0,0.5693642857142858,0
female,1,married,29,0,0.07549705882352942,0
female,1,single,29,0,0.896775,0
female,3,single,31,0,0.025963636363636362,0
female,2,single,22,0,0.7772333333333333,0
female,2,single,24,0,0.6828571428571428,0
female,3,married,24,-1,0.24915,0
female,2,single,25,0,0.550475,0
female,2,married,25,2,0.173375,1
female,1,single,26,0,0.054714,0
female,2,single,27,2,0.601940625,0
female,1,single,27,-1,0.13234666666666667,0
female,2,single,27,2,0.0367,1
female,2,married,29,1,0.0,0
female,2,married,34,0,0.6898285714285715,0
female,1,single,30,-2,0.0019114285714285715,0
female,1,single,27,0,0.10904761904761905,1
female,2,married,27,2,0.6832666666666667,1
female,2,married,28,0,0.9362,0
female,2,single,27,0,0.45892941176470586,0
female,3,married,30,1,-0.00602,0
female,1,single,28,0,0.92105,0
female,1,single,28,0,0.05304444444444444,0
female,2,married,30,5,0.9511333333333334,1
female,2,single,24,0,0.2060625,0
female,3,married,26,2,0.963825,0
female,1,single,26,0,0.09552903225806451,0
female,1,single,23,0,0.8828,0
female,1,single,27,0,0.7083,1
female,1,single,28,2,0.00986111111111111,0
female,1,single,29,0,0.7869375,0
female,2,single,28,0,0.9252714285714285,0
female,5,single,26,0,0.7567266666666667,0
female,2,single,27,2,0.2743,0
female,1,single,27,1,0.88,1
female,1,single,28,0,0.553885,0
female,2,married,28,2,0.7511,0
female,1,married,29,2,0.04160666666666667,0
female,2,married,30,0,0.9446529411764706,0
female,2,single,28,8,1.0957277777777779,1
female,2,single,28,2,0.07470625,1
female,1,single,28,2,0.1389,0
female,2,single,27,0,0.4152,0
female,3,married,27,0,0.3181,0
female,1,single,27,1,0.00697,0
female,2,single,23,0,0.6128,0
female,1,single,26,2,0.054033333333333336,0
female,1,single,31,-2,0.19393478260869565,0
female,2,married,31,-1,0.18406666666666666,1
female,1,single,30,0,0.19726818181818181,0
female,2,single,30,0,0.8506875,0
female,1,single,28,1,0.0,0
female,1,single,30,0,0.0531375,0
female,2,single,31,0,0.98548,0
female,1,single,30,-1,0.02066,0
female,1,single,32,1,0.0,0
female,1,married,31,0,0.06501388888888888,0
female,2,single,30,0,0.13798636363636363,0
female,2,married,31,0,0.4821642857142857,0
female,2,single,31,-2,0.003592,0
female,3,single,31,0,0.6821208333333333,0
female,2,married,30,0,0.9524225806451613,0
female,1,single,28,2,1.028415,1
female,2,single,28,0,0.28012692307692305,0
female,2,single,28,2,0.94759,1
female,1,single,27,-2,0.0,0
female,2,married,27,2,0.08583333333333333,0
female,2,single,28,-1,0.22436666666666666,0
female,2,single,28,-1,0.001888888888888889,0
female,2,married,29,0,0.09862647058823529,0
female,5,single,28,0,0.9714714285714285,1
female,1,single,28,2,0.04674444444444444,1
female,2,single,27,2,0.642,0
female,1,single,27,0,0.9802818181818181,0
female,2,married,28,2,0.01672,0
female,1,single,28,-1,0.06347142857142857,0
female,1,single,28,0,0.13466111111111112,0
female,2,single,29,-2,0.00035357142857142857,0
female,1,single,28,0,0.10731612903225807,0
female,2,married,28,0,0.07665862068965518,0
female,1,single,28,-1,0.02288095238095238,0
female,1,married,29,-1,0.0020285714285714286,0
female,2,single,29,4,0.005454545454545455,1
female,1,single,28,0,0.9248,0
female,1,single,28,0,0.01745357142857143,0
female,2,single,28,3,0.95846,1
female,2,married,28,2,0.5436083333333334,1
female,2,married,28,1,0.0187125,0
female,1,single,29,0,0.2317,0
female,2,single,28,2,0.16315,1
female,1,single,28,2,0.9048578947368421,1
female,1,single,28,2,0.42874,1
female,1,single,28,0,0.013529411764705882,0
female,2,single,28,0,0.40081333333333335,0
female,1,single,28,0,0.526025641025641,0
female,2,single,29,0,0.8965714285714286,0
female,2,single,29,0,0.55855,0
female,2,married,29,2,1.0197333333333334,0
female,2,married,26,0,0.47261,0
female,2,single,28,2,0.8705566666666666,1
female,1,single,29,2,0.11147777777777777,1
female,1,married,30,-2,0.043715,0
female,1,single,31,-1,0.0,0
female,2,single,31,0,0.2185086956521739,0
female,1,single,31,1,0.020975,0
female,2,married,32,0,0.20971666666666666,0
female,3,married,28,2,0.5888666666666666,0
female,2,married,34,2,1.02106,0
female,2,married,28,2,1.0561833333333333,0
female,1,single,28,0,0.5589047619047619,0
female,2,married,28,2,1.01568,0
female,3,married,28,0,0.34752820512820515,1
female,1,single,28,1,0.14949333333333334,0
female,2,single,30,0,0.19653,0
female,1,married,31,-1,0.0828,0
female,2,single,30,0,0.4436553191489362,0
female,1,married,30,2,0.27549,0
female,1,single,31,0,0.02229375,0
female,2,single,30,2,0.4885,1
female,2,married,32,2,0.5012068965517241,0
female,3,others,32,2,0.01956,0
female,2,married,32,0,0.2710862068965517,0
female,2,single,23,2,1.1151333333333333,1
female,3,married,23,3,0.243225,1
female,1,single,26,0,1.3469142857142857,0
female,2,single,23,0,0.81323,0
female,1,single,23,0,0.7439,0
female,2,single,23,0,0.98038,1
female,5,single,39,-1,0.005215384615384616,0
female,2,married,28,2,0.9127714285714286,1
female,1,married,30,0,0.27756521739130435,0
female,2,single,30,2,0.022063333333333334,0
female,1,single,29,-1,0.3401,1
female,1,single,29,2,0.67443,0
female,2,single,30,0,0.90381,0
female,2,single,29,2,0.0568125,1
female,2,single,29,0,0.29000588235294117,0
female,1,single,29,0,0.11040476190476191,0
female,1,single,29,2,0.3272,0
female,2,single,30,0,0.98,1
female,5,married,27,0,0.496228,0
female,1,single,28,0,1.2735555555555556,0
female,1,single,28,0,0.10897916666666667,0
female,1,single,28,0,0.10138571428571429,0
female,1,single,28,3,0.53407,0
female,1,single,28,0,1.02692,0
female,1,single,28,0,0.33136666666666664,0
female,1,single,28,0,0.5846142857142858,0
female,1,single,29,0,0.03874285714285714,0
female,1,single,29,0,0.2430235294117647,0
female,1,single,29,0,0.54203,0
female,2,single,32,2,0.06882,0
female,2,single,32,-2,0.086475,0
female,2,single,32,0,0.6729272727272727,0
female,3,single,33,-2,0.0,1
female,2,married,33,0,0.7280916666666667,0
female,2,single,30,0,0.928175,0
female,1,single,30,0,0.59302,0
female,2,married,30,0,0.964525,0
female,1,single,30,2,1.04643,0
female,1,single,30,3,0.98561,0
female,2,married,31,0,0.98432,0
female,2,married,32,0,1.629725,0
female,2,married,32,3,1.0455714285714286,0
female,1,single,31,-2,0.0009095238095238095,0
female,2,single,28,0,0.9373666666666667,0
female,1,single,30,0,0.88644,0
female,2,married,30,0,0.96835,0
female,2,married,36,2,0.04735,0
female,2,married,28,2,0.7676909090909091,0
female,2,single,30,0,0.07081666666666667,1
female,1,single,29,2,1.1510285714285715,1
female,1,single,29,-1,0.0079,0
female,1,married,27,2,0.009235,0
female,1,single,27,-2,0.01999,0
female,1,single,29,0,0.20060555555555556,0
female,2,single,30,0,0.25542777777777775,0
female,2,single,29,0,0.9077692307692308,0
female,2,single,30,-2,0.061675,0
female,1,single,30,-2,0.003678260869565217,0
female,5,single,30,0,0.13430588235294116,0
female,1,single,29,0,0.61578125,0
female,3,single,29,0,0.9368090909090909,0
female,3,single,30,2,0.0498625,1
female,1,married,30,0,0.14592,0
female,3,married,31,-2,0.0124375,1
female,3,married,37,0,0.84916,0
female,4,married,48,-2,0.0,0
female,2,married,36,0,0.9476684210526316,0
female,2,single,27,0,0.4909,0
female,1,single,28,0,0.09462222222222222,0
female,1,single,28,0,0.37934761904761904,0
female,1,single,28,0,1.0103958333333334,0
female,2,married,34,2,0.7630833333333333,1
female,2,single,35,0,0.007252272727272727,0
female,2,married,42,2,0.9495,1
female,2,single,26,0,0.10329565217391304,0
female,2,single,28,2,0.48903863636363637,1
female,2,married,29,0,0.7674875,1
female,2,married,30,0,0.9637333333333333,0
female,2,single,35,0,0.93692,0
female,1,married,45,2,0.9051666666666667,1
female,3,others,49,2,0.96502,0
female,2,single,34,0,0.94968,0
female,2,single,34,2,0.9926333333333334,0
